client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
f8a90500c07725ae24adb6391abc0c5f44d999289479eb233c6d8ae691a02d34e7c26ac0e67f4608e3f5bfd4eb6fd637b95649d93c7625894dc2d7b193d018f9	common_voice_en_40189751.mp3	ea24889c3aae48b017ab07538bdac2dd495bdf97ffb8bb0e6b3d2b8ba0862af7	Peck was soon released without trial.		0	2	twenties		United States English		en	
f8a90500c07725ae24adb6391abc0c5f44d999289479eb233c6d8ae691a02d34e7c26ac0e67f4608e3f5bfd4eb6fd637b95649d93c7625894dc2d7b193d018f9	common_voice_en_40189782.mp3	ea36eac3423f57422208352d75aefb668c32e08bc30dd9517ffe4644ed736bd7	Uncle Sam costumes are worn on Independence Day in the United States.		0	2	twenties		United States English		en	
018d3b0534bf0c4c1c86c28da4b5fc60c73e0941400a4f853eb5d2badfd1b9d2f49e0033336b6a4d7a306635d45db4d0f105fb4b0b05cbface5b4810e756e239	common_voice_en_40191870.mp3	ea2a5028336c1b796ea91d89a4bfd104b0ef5a3597785b2fcef36f0f569172c4	Penningtons caters to plus sized women.		0	2	teens	male_masculine	Vietnam		en	
018d3b0534bf0c4c1c86c28da4b5fc60c73e0941400a4f853eb5d2badfd1b9d2f49e0033336b6a4d7a306635d45db4d0f105fb4b0b05cbface5b4810e756e239	common_voice_en_40191874.mp3	ea3f6c05ffdbbc4c77b44ac02226fcbc0b402a29184231b0a69a1d9ca7f6643d	Emergency Medical Services are provided by Cetronia Ambulance Corps.		0	2	teens	male_masculine	Vietnam		en	
018d3b0534bf0c4c1c86c28da4b5fc60c73e0941400a4f853eb5d2badfd1b9d2f49e0033336b6a4d7a306635d45db4d0f105fb4b0b05cbface5b4810e756e239	common_voice_en_40191884.mp3	ea36967c48e3eda978ec87ffc7f132feff90f46db7237c303fce5ba74dc0c96f	Ahmad rewarded him with the offices of prime minister and governor of Sana'a.		0	2	teens	male_masculine	Vietnam		en	
ff8f23f061245d69de7cccf1ee33e0ebd713c56e08f5a4a2f4732746be391af221f711cf9aee47cf8cc4c6402985c5231bff4ac03eaaa1e1a1cef4e1cdaf2936	common_voice_en_40193015.mp3	ea275945a3335dcfb621488922eb79766c8a85b5bdae2adabfeafe64516e93ea	Socialist Action has run candidates for elected office on a number of occasions.		0	2	fourties	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)		en	
ff8f23f061245d69de7cccf1ee33e0ebd713c56e08f5a4a2f4732746be391af221f711cf9aee47cf8cc4c6402985c5231bff4ac03eaaa1e1a1cef4e1cdaf2936	common_voice_en_40193017.mp3	ea3247da8021fac87851ef577c203306d15161b7f07bda413acdee3eee13ad8e	American and British diplomatic representatives also attended the ceremony and laid wreaths.		0	2	fourties	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)		en	
ff8f23f061245d69de7cccf1ee33e0ebd713c56e08f5a4a2f4732746be391af221f711cf9aee47cf8cc4c6402985c5231bff4ac03eaaa1e1a1cef4e1cdaf2936	common_voice_en_40193032.mp3	ea31a5753ddca16ce6ec6ec5b629733fbee716905f980b5639b860e2cbfa7016	He organised young "runners" to supply heroin on streets and in flat complexes.		0	4	fourties	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)		en	
ff8f23f061245d69de7cccf1ee33e0ebd713c56e08f5a4a2f4732746be391af221f711cf9aee47cf8cc4c6402985c5231bff4ac03eaaa1e1a1cef4e1cdaf2936	common_voice_en_40193052.mp3	ea009cd97dca81005f6806c6601d98346aad39c2835474dd8fd16e49e710104a	Tourists can try apple picking at the Douglas Orchard and Cider Mill.		0	4	fourties	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)		en	
ff8f23f061245d69de7cccf1ee33e0ebd713c56e08f5a4a2f4732746be391af221f711cf9aee47cf8cc4c6402985c5231bff4ac03eaaa1e1a1cef4e1cdaf2936	common_voice_en_40193054.mp3	ea32a065a44e86524f495fdf104dcd5fb675ca8645cc2da353339c452d05dbf5	She is the spokesperson for the Teton Sioux Nation Treaty Council.		2	2	fourties	male_masculine	India and South Asia (India, Pakistan, Sri Lanka)		en	
02aaac3994ca946cb95f9b482791a396cfa8613b62e2ca86e0f417b2728492e69503bf8c24fce114339c3d322a52f6c79acb607433d2a89a1a04791868e3ff43	common_voice_en_40199580.mp3	ea3f06c76622b5b01c4b4c852c78e823f42942c5b57f1c3b6800931e862f99a2	The second episode of the revived "Twin Peaks" was dedicated to Silva.		2	2			hindi,India and South Asia (India, Pakistan, Sri Lanka)		en	
9430e5e18fd4eaabcbe041177c7860fa75aec9407d276e1da3afeffdf5c6579394cccf13e03156186482479b3d166b82acb9e3b64aea47ef0b83c06e64628d2f	common_voice_en_40201458.mp3	ea4d87917e8e8d6f8362c6597200fad99d3d40724fd179d51e18a444e2b62e13	The follow-ups "Pleasing You", "So Tired" and "Confused" were also R and B hits.		0	2	thirties	male_masculine	United States English		en	
97bf3aac1f37f7542398855444baa3458cef676a8164f824b8f158cef8e26f08ef9313665a41b039488be3b340029bd2f4e35a9ace3b756ae8528dcf38183317	common_voice_en_40202933.mp3	ea4b5cea2c6e775bbf58044796d9ba6dcc1aeab941d164d5f44d732f59f8ca32	The worst that could happen is our issues will get out there.		0	2			United States English		en	
a99b7800fa020f14e34444f46a680200d3e334e6ab9d625ee628604b828b2e3c83b1697a38b8fa0ef824034ae9dbd4d352b35bbbd6bd51cb79a3489bc9939da6	common_voice_en_40206284.mp3	ea5754f6f8405263965be727d4b79c17c9158bb5f429bc4ed4a7ac1a613b6f89	He was then imprisoned two years in Santiago.		0	2	teens	female_feminine	United States English		en	
25d586a5ae96cb213f2b37a7f4c3a07be502690acc2fcbb9a848e69402960b989fa8fe86bb3086a448098d4bcb8568834ba05a4090f6a9809500cda9370d205c	common_voice_en_40212833.mp3	ea70a93889432dc40cc9c173c5e7289a63ea6bc01f4f25e3158f6a4ffb2eb010	It comes in two types: pure and anise-flavored.		0	3	twenties	male_masculine	England English,south German / Swiss accent		en	
25d586a5ae96cb213f2b37a7f4c3a07be502690acc2fcbb9a848e69402960b989fa8fe86bb3086a448098d4bcb8568834ba05a4090f6a9809500cda9370d205c	common_voice_en_40212837.mp3	ea5f8f66b583107c917cdead5c5e513ba7367345745c2f4f3ecf8e9a940674b1	Nerstrand-Big Woods State Park is located in Wheeling Township.		0	3	twenties	male_masculine	England English,south German / Swiss accent		en	
25d586a5ae96cb213f2b37a7f4c3a07be502690acc2fcbb9a848e69402960b989fa8fe86bb3086a448098d4bcb8568834ba05a4090f6a9809500cda9370d205c	common_voice_en_40212846.mp3	ea5610a2d11a86729002a04435fedd5dd3860d6ee5b7e0381e0c97a28124b9d2	The expression is also used outside the German language area.		0	3	twenties	male_masculine	England English,south German / Swiss accent		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_40239732.mp3	eaa405ded3f7e99b765c0223dfc67e578329fb32331faba3c7043754754949cd	It is on the main interstate railway between Adelaide and Melbourne.		0	5	fourties	female_feminine	United States English,Midwestern,Low,Demure		en	
018d3b0534bf0c4c1c86c28da4b5fc60c73e0941400a4f853eb5d2badfd1b9d2f49e0033336b6a4d7a306635d45db4d0f105fb4b0b05cbface5b4810e756e239	common_voice_en_40249782.mp3	eab16f5f3599dc9eb598db5176f397156accba911c35df67073407741ae1b9e0	However, around three quarters of fellows are professional astronomers or geophysicists.		0	2	teens	male_masculine	Vietnam		en	
848e28812a58fec782e7a2ad3e554b470a69806113ca203eff127ef5d50b173fa4f737b85870f71eda5f697955a315d363dd2610f37d07539be961c3b37cea2a	common_voice_en_40252490.mp3	ea8e27c9e7ad924ad1fa6c050ca1302aba9277922df10e8746776f4615654baf	All Arch Linux packages built since use -fstack-protector-strong.		2	2	thirties		United States English		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_40252746.mp3	eab5ba64ef36dd1f7aa82f86493e06f3df1da126e0e02b76ccf70fbb419cf0a4	Kitten mortality rates are reported to be comparatively low.		0	5			United States English,Midwestern,Low,Demure		en	
58e4f2f9d5a5aca01e62d5bb181cf27ccbc945935c949c24eb7f121f4e5e3f9aeda9f3503320df630bbd5883ab295dd6450323223422090fccd210431f0234c7	common_voice_en_40257270.mp3	eab22584e8fdbcc981dfb11d9ae480941aa26430d980d25b7a49584aef07b469	You'll Be Snorched!		0	2	teens	female_feminine	United States English		en	
837affb49bfe891be38b87eff6b16ddca14b68196a96b042a83575c790f4cf32ffb5d0706a153247e04a34b3a42d8efff2fe8d60b67d56ccad26120ca6e68444	common_voice_en_40258481.mp3	eaa93262921f4d875f7ca2191b6e8f497782e66bf767683441097cc27e63a0aa	Products include marinades, spice blends, breadings, Spatini sauce, and other seasoning mixes.		0	3	sixties		Perceived pronunciation English with no accent,None		en	
9c712e53fa5ba4afbd5f64a2390b373caed5100c999140008d5b7090a97bf45804ad82e44b34f876f27aac46c151b25e6d1eccc7143e046d2bd832131fb07901	common_voice_en_40260297.mp3	eae4e9c9e504523f989d2be14aeccd9b66f740dd4540a53d567dcefabb2f8d37	These local parties are rarely affiliated with any provincial or federal parties.		0	4	teens	female_feminine	United States English		en	
d0db557ddb3d33d1ea7588da876665d5e33c75e07d17434104d06c6c55055b7fb7c1fe7d2726b4e5fbf9c64cd94b7e1a758cf386d106784fca71ad47a965bd98	common_voice_en_40268857.mp3	ead7509f6b1d1cbd09f747c048ead01c495b66a8f87d0030db1bd8942d681fd3	London Southend Airport is located north of the town centre.		0	2			United States English,country		en	
9572abcff71256fb2dae88da7fee7d737a2d5491d3d37231bb8bd604cfd4dc5c808936e4f17ced6396bc30562fd106f8e366126ad0a2daa4b518c2dca94b300e	common_voice_en_40269084.mp3	eafc21b632c823b5911e034bb2fd90dc0ebdc746d9de5b0fe0e919a1e50f5828	The hamlet of Bush was shared with the Bude division.		3	3	twenties		India and South Asia (India, Pakistan, Sri Lanka),United States English		en	
9572abcff71256fb2dae88da7fee7d737a2d5491d3d37231bb8bd604cfd4dc5c808936e4f17ced6396bc30562fd106f8e366126ad0a2daa4b518c2dca94b300e	common_voice_en_40269136.mp3	eb026b81a1d24622df50e8d3ae072ebd8ea9e6a900f87a997f521cf741e785f5	The strikers were released after the relief organized by Jan Lisowski.		0	3	twenties		India and South Asia (India, Pakistan, Sri Lanka),United States English		en	
9572abcff71256fb2dae88da7fee7d737a2d5491d3d37231bb8bd604cfd4dc5c808936e4f17ced6396bc30562fd106f8e366126ad0a2daa4b518c2dca94b300e	common_voice_en_40269244.mp3	eaf9190341fd7418dd5efbac48f4e150d9b9e524cb441729141606f82749fbe2	It is suitable for unpaired data from large samples.		0	3	twenties		India and South Asia (India, Pakistan, Sri Lanka),United States English		en	
9572abcff71256fb2dae88da7fee7d737a2d5491d3d37231bb8bd604cfd4dc5c808936e4f17ced6396bc30562fd106f8e366126ad0a2daa4b518c2dca94b300e	common_voice_en_40269278.mp3	eafb5842abab46cecf8fdc3ca465e2cc964c74fdea3f3e63f3a8fbde84b4236d	Opponent from Turkmenistan and Kyrgyzstan to win gold medals.		0	3	twenties		India and South Asia (India, Pakistan, Sri Lanka),United States English		en	
9572abcff71256fb2dae88da7fee7d737a2d5491d3d37231bb8bd604cfd4dc5c808936e4f17ced6396bc30562fd106f8e366126ad0a2daa4b518c2dca94b300e	common_voice_en_40269282.mp3	eaff4fa3220d20cc26347364ecc7ae3e3f52d2c0fd3774d7a0a40a4bda8541fd	He remained for a space gazing towards the glaring stage.		0	3	twenties		India and South Asia (India, Pakistan, Sri Lanka),United States English		en	
23ee20b0a70874fab57f6cae1629b0f5be7c24deef1767a37954e000bfb329b9292f791a90eb10968a035e79b3773565c485d7b92fd805897928a598fbc10a13	common_voice_en_40284393.mp3	eb16e97d29b076e238f4468bd530c988fa2208c5b8c9d88796e43e41cbeb2ab0	In many cases, intelligent programme and clinical trial design can prevent false negative results.		0	2	teens				en	
6b51757670c3940ccae23c03ff0eed6dde3c267ab1d592e0553cd8376c7b28297816e78f5963918742ea81eb56ac79fcd4e1f80f91068640740eb0fd18731659	common_voice_en_40289054.mp3	eb255f07889bf6bf599257fb850a78fda9a41764af8c6c91d1d8818ba148645a	It essentially inspired the creation of Central Park and Prospect Park.		0	2	teens	male_masculine	Australian English		en	
d133e4f21f76955eda36ff23d141d9534d9868bc5941cef9ce36ea5aaa3d3918833edb4445f8aac47b0be830ded5a5087855d5e4b579ee53959bee878342101e	common_voice_en_40289553.mp3	eb1bb4306bcecfeced433b7917167a8e4c66c41a9184afc9a7045a4d05fd4870	Under Vicor Records, Corrales interpreted numerous Filipino classics and introduced them to younger audiences.		0	2			India and South Asia (India, Pakistan, Sri Lanka),سلامونه جوړ پخېر		en	
ede3443da6f639c47038e1db7dfc328a0bad49f06c212268f6ca51a11100ae700a44b45bde6825eb4bcec09c1f7e71e7102ae2ab014fad1c8a11218794893e6a	common_voice_en_40291229.mp3	eb20918ae324180b0d4f5db67783410ec8801d9d241f83996afccec5266252aa	He becomes a surrogate father to her.		0	2					en	
7bf515b5e12cfca059dcc7cae30bad99126f80ede359efad1c580d81cd71a60ded92b3b4803e967209e775c9c597015f7269b3b5db916847d65aad7acac97d3d	common_voice_en_40300445.mp3	eb26f90da1f2403ac1877786cdc7c37245d74daefbf68a839dd023e4e2f454f2	Latin American players, largely overlooked before, also started entering the majors in greater numbers.		0	2			Pashto,Kandaharai Pashto		en	
77db79a4c67d8193c3acdc552be3a0d1ad4d402f8d455799562601abd8058a8b285434d188579b3a0341a332014dad3d3c713874945571b2b5b6902fee8ed30f	common_voice_en_40308514.mp3	46857fbdd2e1f3d530ff8b09583d244ff9ed52a3f65dd389ca06a9e3580ef9f6	W'eko w'andu.	general	0	2	teens	female_feminine	United States English		en	
77db79a4c67d8193c3acdc552be3a0d1ad4d402f8d455799562601abd8058a8b285434d188579b3a0341a332014dad3d3c713874945571b2b5b6902fee8ed30f	common_voice_en_40308526.mp3	eb2dce3e07a20e7798c32a6dee3e017b19a34517f0049895a4a0ad85e088cd56	During his time there he had trials with Falkirk, Hibernian, Rangers and Charlton Athletic.		2	2	teens	female_feminine	United States English		en	
792250cd88b4ab25d7a0e05fd15cba85d1f81836fd5139032a865fd2c5e123792e5dfc159e8918d4dd90633aadcbd95182228a2e66529346a92e065b8425f8e4	common_voice_en_40310343.mp3	eb423e1eebb1c1954fe58e443331e5e98a11bd44ce26209afdb17bb0f4e4b338	Williams attended Onondaga Community College.		0	2			United States English		en	
792250cd88b4ab25d7a0e05fd15cba85d1f81836fd5139032a865fd2c5e123792e5dfc159e8918d4dd90633aadcbd95182228a2e66529346a92e065b8425f8e4	common_voice_en_40310364.mp3	eb3790f4fe0746a5f79d5d60b342e676e7aedfeb3297922895152c745ecd40ba	The genera in the family include "Lirianthe", "Liriodendron", "Magnolia", "Michelia", and "Yulania".		0	2			United States English		en	
a97730f86fa90560ae105669364412a9ad393b32839d0151236604af188212aab60bf5168a7975fdd0a448dd3131543f5c0032e737a7164b41e9d9d85ffd6660	common_voice_en_40320047.mp3	eb49090c5e02bb4f359c7f7757f437f081bdc5e7c18e887e08d38bc6644eabc9	Similarly, any Coast Guard aircraft carrying the Vice President is designated Coast Guard Two.		0	2	sixties	male_masculine	Filipino		en	
37e1cfd03a44b5ad308f4c376ba8388a476d349b962107630b4f905be64621b45904cf14479752c38f94a6bdfbecb9fd0e707ea3b3c221f010dfbbc7ac057efa	common_voice_en_40322854.mp3	eb5f858cb39721e7fba812370c9151cf6fe8efff994afc1900cd626354b71560	Engine lubricating oil and gear oil were chilled using heat exchangers.		0	2	teens	female_feminine	United States English		en	
643442d2248903ac2db28f83b5d0bfe79f08c4c17ca74cca5e7762860ac29cb9f8fb7687f282a2dae57c2f9d8c6e943393c5e25ac322b3616bcefdcba5ee266c	common_voice_en_40323144.mp3	eb6abca9fdf5be29007ed0dbd6c9974b3f494adfea34b0072d842a336ef981ba	It is close to the route of the ancient Wansdyke.		0	2	teens	female_feminine	United States English		en	
549132dfe2373a523b2e438a09631b36f17258826c1d7cbfd9066e7acd3e0e22b761107ea9196c55b7b161628ce527eada5e5676a11676f4fa536c6dbe271965	common_voice_en_40329730.mp3	eb7983eab35d32640d8e7612258c0f8a467f2cdfc4bd636fa07e4393b2d03196	The fortification system has two lines of ramparts.		0	2	teens	female_feminine	United States English		en	
549132dfe2373a523b2e438a09631b36f17258826c1d7cbfd9066e7acd3e0e22b761107ea9196c55b7b161628ce527eada5e5676a11676f4fa536c6dbe271965	common_voice_en_40337591.mp3	eb8c7bc8d147ed5ba9bd817f7f0303d8807e2b8ed2535938fbd05a87d6a669df	He held this position through twenty-four consecutive annual elections.		0	2	teens	female_feminine	United States English		en	
549132dfe2373a523b2e438a09631b36f17258826c1d7cbfd9066e7acd3e0e22b761107ea9196c55b7b161628ce527eada5e5676a11676f4fa536c6dbe271965	common_voice_en_40337608.mp3	eb796977f249166d2bd0cd5f04e9fdb79473e3880680b012718cc43024f23442	Some things I got away with.		0	2	teens	female_feminine	United States English		en	
f06d1c7afd17b88aa5f0916211265b4d35abc9cb2de2051e79e81a867a009642b8a8a0528c7f0b2f80834b439e7297c6a45a180b64234c3f6d7cf81f23c93eb5	common_voice_en_40341680.mp3	eb8a0bb9b432a9d95d7c0770fc48e60f3c14fdb5b1784f933a34bd2f8ad358ea	Choristers are sought from all regions of the country.		3	3	twenties		Hong Kong English,south east china		en	
b168d0b5e189c1c4fef75b58fc4465dd1255ea065841100be27821d2bd54520ab11bb98ca159d7f1e2b118a0b8139014394f87f1fff68221a3b6f4d361be9aa7	common_voice_en_40343661.mp3	eb8acaa6729d6615bc61c4acb955cbe6feca187b89a7fdeb748b4a68204bf842	The lady was young, blonde, and dressed in blue.		0	2			United States English		en	
dd7cb369e5e796a4f2cbef6d6c6c9c30ecb07e6410103e6c96194835838e59d395d8ba48a30c52bfd4cb30c63778a62f5335483c7bbc1266a6adfd2f4be91cf2	common_voice_en_40347809.mp3	3cfc7c447ef9dfaf0adb1c796c6e1226a82be5b6cf8511aadb28ed71361317e4	The guidance was also quite restrictive in the criteria for slowing asset purchases.	finance	0	2	teens	female_feminine	United States English		en	
02205b57e427c6ec28c6720b14faf00c4132f32414f1923e4a6cc975c40291bfa6ccb58514dcf426fcffc1243a7f9303bb17c939c61a9434a5c9b74f852187c4	common_voice_en_40353082.mp3	eba1869772b7a713a66e0679aca0a21e83654c82943e284d1556e4bf0e06acc7	He serves as the ranking member of the House Veterans Affairs Committee.		0	2	teens	female_feminine	United States English		en	
02205b57e427c6ec28c6720b14faf00c4132f32414f1923e4a6cc975c40291bfa6ccb58514dcf426fcffc1243a7f9303bb17c939c61a9434a5c9b74f852187c4	common_voice_en_40353085.mp3	eb991e523bf27425d4fdefc803e073b408996c6af979c8c9baf5f6d9f62f982f	The new building had space for television broadcasting courses at Shasta College.		0	2	teens	female_feminine	United States English		en	
02205b57e427c6ec28c6720b14faf00c4132f32414f1923e4a6cc975c40291bfa6ccb58514dcf426fcffc1243a7f9303bb17c939c61a9434a5c9b74f852187c4	common_voice_en_40353086.mp3	eb91a96354467dc0574126f00b5968ee3a2e74eae495e6b389996a7e46ce01d3	He was an Alderman of the Metropolitan Borough of Deptford.		0	2	teens	female_feminine	United States English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_40353909.mp3	eba8ea8b5e505726e3cc58909f2b898ced7b211bf810cb8a0367f8b668244a1f	In a bilateral strategy, a new contract has to be negotiated for each participant.		0	2	thirties	male_masculine	Canadian English		en	
344bf332f298134d3880f9e38710e4c7e7037157bd63a3f5334f3c0d627ff61645ffff180419eb666587109a9a7638148728a3c5765f76296fd68c957088b428	common_voice_en_40357060.mp3	ebc3db6b435eea6cc1b9c7bbea4072f074e33c7e5f75042fc761140814845b4e	He visited the Asian mainland coasts of Korea.		0	2	twenties	female_feminine	England English,New Zealand English		en	
344bf332f298134d3880f9e38710e4c7e7037157bd63a3f5334f3c0d627ff61645ffff180419eb666587109a9a7638148728a3c5765f76296fd68c957088b428	common_voice_en_40357102.mp3	ebb508070877ac136ec931d79018917f7af8791b980cb53d87dde2d764fdef8e	Armstrong has been involved with many volunteer organizations in Rice Lake and Barron County.		0	4	twenties	female_feminine	England English,New Zealand English		en	
eb598b4af16e0434750ba2ef93fb27231a62990fd8964fd3d3a5a10960b94b70f609c83b389e046342ad6a9bda63d660900f1ce266626fcec58af8aa27b72145	common_voice_en_40360717.mp3	ebcd8071bd657c1f48c94def1522c30ae862e5ca5be47a61aab1645240607b56	It is served by the Orange and Blue lines of the Montreal Metro.		0	2	twenties	female_feminine	good evening		en	
e8e299ceb26b0e13b890a83f6e2aa8c464520fe1271a4ab4f4e853f296d4c70c50f829f7bd0eae70d82b1f9b93f432c70682122db4fb7427c802ff11ceba0fd5	common_voice_en_40363132.mp3	ebcd3e320b1a9efe120551d20c8539a618c3781980884314c37a931de65314be	Current staff also include Sue Sturgis, Editorial Director; and Jerimee Richir, New Media Organizer.		0	2	thirties		United States English		en	
e8e299ceb26b0e13b890a83f6e2aa8c464520fe1271a4ab4f4e853f296d4c70c50f829f7bd0eae70d82b1f9b93f432c70682122db4fb7427c802ff11ceba0fd5	common_voice_en_40363205.mp3	ebd3605ecbb5b6ad3188bd010ba77d03c52e469538ceb0dacafd151f18db15c1	In that case the system will not switch on.		0	2	thirties		United States English		en	
f92efc24ee62e3f2c99cf528284a0ae78cab6a47637c227138dc079634691f386eee36b5f23ceaf6a2043c30b42ab3567d4b0510f2cf5940021a5ac547beded2	common_voice_en_40366585.mp3	eba953f66d73239642bf5a083661947ecb93334855bb36b6cf131d0827929ed1	The area and its surrounding forest of Barnetts Demesne are mapped for orienteering.		0	2			Southern African (South Africa, Zimbabwe, Namibia)		en	
9430e5e18fd4eaabcbe041177c7860fa75aec9407d276e1da3afeffdf5c6579394cccf13e03156186482479b3d166b82acb9e3b64aea47ef0b83c06e64628d2f	common_voice_en_40427607.mp3	ec2262e84816fa44829089ed44434480c708af9a8086c975bd27e84f403c9efe	The house has a large bullet hole on the north interior wall.		0	2	thirties	male_masculine	United States English		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_40475465.mp3	ec4dd85d3b3820aeefb509b1de0149776ab86d1b2aaf2e4ea52af0b3902a62f3	The Z series of engine are totally new design but based on B-series.		0	5	fourties	female_feminine	United States English,Midwestern,Low,Demure		en	
0aaa7c9f210edbb040a7beee39d3e8c414ecc2f561accce592d7922076df4e21f939e9da5d541279925a8158c66a194f893041189ac7bc186f9cb83034ff9e44	common_voice_en_40522988.mp3	ec8d560b71c603e765c9ed0b7dcec2fc5a4b157cb930e593ce3bd3a21faedf2c	Ethier and his family live in West Hollywood, California.		0	2	twenties		United States English		en	
0aaa7c9f210edbb040a7beee39d3e8c414ecc2f561accce592d7922076df4e21f939e9da5d541279925a8158c66a194f893041189ac7bc186f9cb83034ff9e44	common_voice_en_40523009.mp3	ec799acc575e7590ffcb4a5e1e53726048d1db41964b1587711481bed63f9b74	How do you learn all the proper ways?		0	2	twenties		United States English		en	
9430e5e18fd4eaabcbe041177c7860fa75aec9407d276e1da3afeffdf5c6579394cccf13e03156186482479b3d166b82acb9e3b64aea47ef0b83c06e64628d2f	common_voice_en_40680790.mp3	ed5f4883bf8fe1e8b56af49401433c85a6b6b29ef36a4228a44b9e115a38e4c1	Its competitor, White Keeling Rum Merchants, was bombed out of its premises, too.		0	2	thirties	male_masculine	United States English		en	
d1ae772d274d393bc538446323fc79fb13a55dcc2b201d82c313865279e9687bf0bbec64c057c8fe1f90c33ac643e0a38cd9c03fade32185b2688c38fd7e153d	common_voice_en_40698170.mp3	ed6bff1c776441bd1df58aa233609e990b0550b7425bb5a720295c87ad8a24f9	It owns television channels across four South Indian languages Tamil, Telugu, Kannada and Malayalam.		0	2			New Zealand English,England English		en	
